Fiscal Date,Location Number and Desc,Net Sales Retail Amt,Net Sales Retail Amt LY,Net Sales Retail Amt Var LY %,Net Sales Qty,Net Sales Qty LY,Net Sales Qty Var LY %,Clr Net Sales Retail Amt,Clr Net Sales Retail Amt LY,Clr Net Sales Retail Amt Var LY %,Clearance Sales %,Clr Net Sales Qty,Clr Net Sales Qty LY,Clr Net Sales Qty Var LY %,Selling Margin Amt,Selling Margin Amt LY,Selling Margin % LY,Selling Margin %,Net Sales AUR,Net Sales AUR LY,Net Sales AUR Var LY %
11-23-2025,"766 BRANDON TOWN CTR - BRANDON, FL",38266.0,34990.0,9.4,1311,1440,-9.0,8118.0,8051.0,0.8,21.2%,351,341,2.9,19223.0,14829.0,42.4,50.2,29.19,24.3,20.1
11-23-2025,"786 MARLEY STATION MALL - GLEN BURNIE, MD",14691.0,15249.0,-3.7,684,801,-14.6,3412.0,3063.0,11.4,23.2%,119,141,-15.6,6945.0,6158.0,40.4,47.3,21.48,19.04,12.8
11-24-2025,"232 TACOMA MALL - TACOMA, WA",14789.0,14435.0,2.5,641,647,-0.9,2463.0,2492.0,-1.1,16.7%,88,100,-12.0,6878.0,7053.0,48.9,46.5,23.07,22.31,3.4
11-24-2025,"2712 CAPITAL CITY MALL - CAMP HILL, PA",13104.0,12175.0,7.6,612,633,-3.3,2451.0,2320.0,5.6,18.7%,126,114,10.5,6397.0,5974.0,49.1,48.8,21.41,19.23,11.3
11-24-2025,"2795 STONEBRIAR MALL - FRISCO, TX",27264.0,30600.0,-10.9,1126,1218,-7.6,4452.0,4879.0,-8.7,16.3%,126,134,-6.0,12426.0,13825.0,45.2,45.6,24.21,25.12,-3.6
11-24-2025,"766 BRANDON TOWN CTR - BRANDON, FL",20272.0,20244.0,0.1,751,826,-9.1,2430.0,2244.0,8.3,12.0%,63,75,-16.0,10088.0,10339.0,51.1,49.8,26.99,24.51,10.1
11-24-2025,"786 MARLEY STATION MALL - GLEN BURNIE, MD",12687.0,12413.0,2.2,538,454,18.5,3263.0,3286.0,-0.7,25.7%,130,119,9.2,5475.0,5114.0,41.2,43.2,23.58,27.34,-13.8
11-25-2025,"232 TACOMA MALL - TACOMA, WA",14575.0,15134.0,-3.7,665,635,4.7,2976.0,3199.0,-7.0,20.4%,142,145,-2.1,6873.0,7326.0,48.4,47.2,21.92,23.83,-8.0
11-25-2025,"2712 CAPITAL CITY MALL - CAMP HILL, PA",12435.0,11749.0,5.8,551,550,0.2,1920.0,2162.0,-11.2,15.4%,102,116,-12.1,6197.0,5526.0,47.0,49.8,22.57,21.36,5.6
11-25-2025,"2795 STONEBRIAR MALL - FRISCO, TX",18968.0,19577.0,-3.1,823,838,-1.8,3237.0,3065.0,5.6,17.1%,182,182,0.0,8505.0,8589.0,43.9,44.8,23.05,23.36,-1.3
11-25-2025,"766 BRANDON TOWN CTR - BRANDON, FL",36151.0,36825.0,-1.8,1277,1181,8.1,7750.0,7444.0,4.1,21.4%,200,178,12.4,18088.0,16630.0,45.2,50.0,28.31,31.18,-9.2
11-25-2025,"786 MARLEY STATION MALL - GLEN BURNIE, MD",12910.0,13083.0,-1.3,562,543,3.5,2220.0,2160.0,2.7,17.2%,143,137,4.4,5650.0,5802.0,44.3,43.8,22.97,24.09,-4.7
11-26-2025,"232 TACOMA MALL - TACOMA, WA",15487.0,16319.0,-5.1,617,632,-2.4,2893.0,3183.0,-9.1,18.7%,127,132,-3.8,7451.0,7789.0,47.7,48.1,25.1,25.82,-2.8
11-26-2025,"2712 CAPITAL CITY MALL - CAMP HILL, PA",11396.0,11487.0,-0.8,489,502,-2.6,2290.0,2698.0,-15.1,20.1%,92,85,8.2,5342.0,5627.0,49.0,46.9,23.3,22.88,1.8
11-26-2025,"2795 STONEBRIAR MALL - FRISCO, TX",19338.0,19933.0,-3.0,738,743,-0.7,2636.0,2508.0,5.1,13.6%,67,73,-8.2,9147.0,8945.0,44.9,47.3,26.2,26.83,-2.3
11-26-2025,"766 BRANDON TOWN CTR - BRANDON, FL",29538.0,29601.0,-0.2,1058,965,9.6,4862.0,4977.0,-2.3,16.5%,201,178,12.9,12903.0,14227.0,48.1,43.7,27.92,30.67,-9.0
11-26-2025,"786 MARLEY STATION MALL - GLEN BURNIE, MD",18956.0,20535.0,-7.7,820,846,-3.1,3909.0,3499.0,11.7,20.6%,153,134,14.2,7772.0,9102.0,44.3,41.0,23.12,24.27,-4.8
11-27-2025,"232 TACOMA MALL - TACOMA, WA",16132.0,16412.0,-1.7,722,844,-14.5,3443.0,2965.0,16.1,21.3%,144,131,9.9,7422.0,8222.0,50.1,46.0,22.34,19.44,14.9
11-27-2025,"2712 CAPITAL CITY MALL - CAMP HILL, PA",11742.0,11051.0,6.3,525,493,6.5,2688.0,2765.0,-2.8,22.9%,135,114,18.4,5680.0,5542.0,50.2,48.4,22.37,22.41,-0.2
11-27-2025,"2795 STONEBRIAR MALL - FRISCO, TX",36196.0,41504.0,-12.8,1469,1373,7.0,6902.0,6684.0,3.3,19.1%,336,356,-5.6,18100.0,18843.0,45.4,50.0,24.64,30.23,-18.5
11-27-2025,"766 BRANDON TOWN CTR - BRANDON, FL",44155.0,41642.0,6.0,1411,1323,6.7,5101.0,5588.0,-8.7,11.6%,146,130,12.3,20464.0,17667.0,42.4,46.3,31.29,31.48,-0.6
11-27-2025,"786 MARLEY STATION MALL - GLEN BURNIE, MD",8624.0,8183.0,5.4,400,378,5.8,1728.0,1535.0,12.6,20.0%,79,74,6.8,3608.0,3513.0,42.9,41.8,21.56,21.65,-0.4
11-28-2025,"232 TACOMA MALL - TACOMA, WA",15688.0,16216.0,-3.3,695,777,-10.6,2656.0,2350.0,13.0,16.9%,97,96,1.0,7832.0,7686.0,47.4,49.9,22.57,20.87,8.2
11-28-2025,"2712 CAPITAL CITY MALL - CAMP HILL, PA",9206.0,8351.0,10.2,394,343,14.9,2320.0,2137.0,8.5,25.2%,81,77,5.2,4348.0,3894.0,46.6,47.2,23.37,24.35,-4.0
11-28-2025,"2795 STONEBRIAR MALL - FRISCO, TX",24348.0,25442.0,-4.3,1079,1171,-7.9,3925.0,3618.0,8.5,16.1%,187,195,-4.1,10633.0,11076.0,43.5,43.7,22.57,21.73,3.9
11-28-2025,"766 BRANDON TOWN CTR - BRANDON, FL",36145.0,33360.0,8.3,1239,1293,-4.2,5121.0,6063.0,-15.5,14.2%,222,204,8.8,16961.0,15664.0,47.0,46.9,29.17,25.8,13.1
11-28-2025,"786 MARLEY STATION MALL - GLEN BURNIE, MD",15259.0,15736.0,-3.0,668,674,-0.9,3629.0,3188.0,13.9,23.8%,172,152,13.2,6485.0,6715.0,42.7,42.5,22.84,23.35,-2.2
11-29-2025,"232 TACOMA MALL - TACOMA, WA",21020.0,22200.0,-5.3,830,889,-6.6,4257.0,4459.0,-4.5,20.2%,174,145,20.0,10258.0,10303.0,46.4,48.8,25.33,24.97,1.4
11-29-2025,"2712 CAPITAL CITY MALL - CAMP HILL, PA",11844.0,11549.0,2.6,474,493,-3.9,2957.0,3106.0,-4.8,25.0%,71,83,-14.5,5997.0,5512.0,47.7,50.6,24.99,23.43,6.7
11-29-2025,"2795 STONEBRIAR MALL - FRISCO, TX",24239.0,25701.0,-5.7,976,995,-1.9,4738.0,4223.0,12.2,19.5%,173,165,4.8,11480.0,12019.0,46.8,47.4,24.83,25.83,-3.9
11-29-2025,"766 BRANDON TOWN CTR - BRANDON, FL",21663.0,19408.0,11.6,795,794,0.1,1735.0,2230.0,-22.2,8.0%,41,48,-14.6,10960.0,9339.0,48.1,50.6,27.25,24.44,11.5
11-29-2025,"786 MARLEY STATION MALL - GLEN BURNIE, MD",15741.0,16770.0,-6.1,746,724,3.0,2720.0,2773.0,-1.9,17.3%,123,125,-1.6,7094.0,7393.0,44.1,45.1,21.1,23.16,-8.9
11-30-2025,"232 TACOMA MALL - TACOMA, WA",15982.0,17202.0,-7.1,702,784,-10.5,3011.0,3215.0,-6.3,18.8%,131,115,13.9,7549.0,8314.0,48.3,47.2,22.77,21.94,3.8
11-30-2025,"2712 CAPITAL CITY MALL - CAMP HILL, PA",11467.0,11775.0,-2.6,486,507,-4.1,1981.0,1928.0,2.8,17.3%,105,100,5.0,5715.0,6105.0,51.8,49.8,23.59,23.22,1.6
11-30-2025,"2795 STONEBRIAR MALL - FRISCO, TX",28866.0,31081.0,-7.1,1255,1333,-5.9,6068.0,6994.0,-13.2,21.0%,258,210,22.9,14118.0,13856.0,44.6,48.9,23.0,23.32,-1.4
11-30-2025,"766 BRANDON TOWN CTR - BRANDON, FL",25670.0,24923.0,3.0,1032,1025,0.7,4266.0,4072.0,4.8,16.6%,140,127,10.2,12617.0,11850.0,47.5,49.1,24.87,24.32,2.3
11-30-2025,"786 MARLEY STATION MALL - GLEN BURNIE, MD",17231.0,16923.0,1.8,753,757,-0.5,3428.0,3346.0,2.4,19.9%,106,100,6.0,7654.0,7549.0,44.6,44.4,22.88,22.36,2.4
12-01-2025,"232 TACOMA MALL - TACOMA, WA",18186.0,17427.0,4.4,680,708,-4.0,3687.0,4003.0,-7.9,20.3%,174,189,-7.9,8427.0,8736.0,50.1,46.3,26.74,24.61,8.7
12-01-2025,"2712 CAPITAL CITY MALL - CAMP HILL, PA",6928.0,6783.0,2.1,275,274,0.4,1455.0,1601.0,-9.1,21.0%,38,40,-5.0,3419.0,3032.0,44.7,49.3,25.19,24.76,1.8
12-01-2025,"2795 STONEBRIAR MALL - FRISCO, TX",24786.0,25483.0,-2.7,1096,1094,0.2,4944.0,4720.0,4.8,19.9%,269,282,-4.6,10788.0,11534.0,45.3,43.5,22.62,23.29,-2.9
12-01-2025,"766 BRANDON TOWN CTR - BRANDON, FL",36242.0,37047.0,-2.2,1194,1261,-5.3,6272.0,6173.0,1.6,17.3%,143,130,10.0,18136.0,16806.0,45.4,50.0,30.35,29.38,3.3
12-01-2025,"786 MARLEY STATION MALL - GLEN BURNIE, MD",10336.0,10420.0,-0.8,450,451,-0.2,2537.0,2376.0,6.8,24.5%,128,139,-7.9,4400.0,4631.0,44.4,42.6,22.97,23.1,-0.6
12-02-2025,"232 TACOMA MALL - TACOMA, WA",15520.0,16891.0,-8.1,634,672,-5.7,3080.0,2946.0,4.5,19.8%,135,139,-2.9,7192.0,8267.0,48.9,46.3,24.48,25.14,-2.6
12-02-2025,"2712 CAPITAL CITY MALL - CAMP HILL, PA",13301.0,12567.0,5.8,604,545,10.8,3189.0,2634.0,21.1,24.0%,138,149,-7.4,6197.0,6518.0,51.9,46.6,22.02,23.06,-4.5
12-02-2025,"2795 STONEBRIAR MALL - FRISCO, TX",18807.0,19906.0,-5.5,797,813,-2.0,3809.0,3723.0,2.3,20.3%,152,109,39.4,8960.0,8727.0,43.8,47.6,23.6,24.48,-3.6
12-02-2025,"766 BRANDON TOWN CTR - BRANDON, FL",38241.0,35263.0,8.4,1251,1302,-3.9,6967.0,8098.0,-14.0,18.2%,239,278,-14.0,16316.0,16303.0,46.2,42.7,30.57,27.08,12.9
12-02-2025,"786 MARLEY STATION MALL - GLEN BURNIE, MD",9847.0,9955.0,-1.1,430,437,-1.6,2171.0,2257.0,-3.8,22.0%,117,126,-7.1,4357.0,4209.0,42.3,44.3,22.9,22.78,0.5
12-03-2025,"232 TACOMA MALL - TACOMA, WA",12954.0,13100.0,-1.1,500,556,-10.1,1694.0,1694.0,-0.0,13.1%,95,80,18.8,5813.0,6492.0,49.6,44.9,25.91,23.56,10.0
12-03-2025,"2712 CAPITAL CITY MALL - CAMP HILL, PA",11862.0,12918.0,-8.2,512,489,4.7,2150.0,2070.0,3.9,18.1%,87,81,7.4,5578.0,6711.0,52.0,47.0,23.17,26.42,-12.3
12-03-2025,"2795 STONEBRIAR MALL - FRISCO, TX",20241.0,21874.0,-7.5,793,793,0.0,3498.0,3589.0,-2.5,17.3%,85,103,-17.5,9034.0,10216.0,46.7,44.6,25.52,27.58,-7.5
12-03-2025,"766 BRANDON TOWN CTR - BRANDON, FL",21417.0,20716.0,3.4,789,842,-6.3,2815.0,2814.0,0.0,13.1%,87,75,16.0,10278.0,10348.0,49.9,48.0,27.14,24.6,10.3
12-03-2025,"786 MARLEY STATION MALL - GLEN BURNIE, MD",16056.0,14551.0,10.3,690,724,-4.7,3414.0,3718.0,-8.2,21.3%,157,184,-14.7,6977.0,6109.0,42.0,43.5,23.27,20.1,15.8
12-04-2025,"232 TACOMA MALL - TACOMA, WA",15642.0,16467.0,-5.0,643,705,-8.8,2856.0,3204.0,-10.9,18.3%,114,104,9.6,7547.0,7856.0,47.7,48.2,24.33,23.36,4.2
12-04-2025,"2712 CAPITAL CITY MALL - CAMP HILL, PA",10595.0,10206.0,3.8,467,453,3.1,1605.0,1672.0,-4.0,15.2%,68,80,-15.0,5238.0,4850.0,47.5,49.4,22.69,22.53,0.7
12-04-2025,"2795 STONEBRIAR MALL - FRISCO, TX",22055.0,24822.0,-11.1,887,787,12.7,5216.0,5430.0,-3.9,23.7%,158,169,-6.5,10352.0,11239.0,45.3,46.9,24.87,31.54,-21.2
12-04-2025,"766 BRANDON TOWN CTR - BRANDON, FL",26033.0,24366.0,6.8,944,974,-3.1,3388.0,2977.0,13.8,13.0%,105,83,26.5,12162.0,12230.0,50.2,46.7,27.58,25.02,10.2
12-04-2025,"786 MARLEY STATION MALL - GLEN BURNIE, MD",12181.0,12616.0,-3.4,543,512,6.1,2639.0,2560.0,3.1,21.7%,116,85,36.5,5212.0,5843.0,46.3,42.8,22.43,24.64,-9.0
12-05-2025,"232 TACOMA MALL - TACOMA, WA",14930.0,15854.0,-5.8,599,582,2.9,2901.0,2561.0,13.3,19.4%,124,122,1.6,7172.0,7455.0,47.0,48.0,24.92,27.24,-8.5
12-05-2025,"2712 CAPITAL CITY MALL - CAMP HILL, PA",15256.0,14761.0,3.4,636,629,1.1,2723.0,2742.0,-0.7,17.9%,101,84,20.2,7396.0,6471.0,43.8,48.5,23.99,23.47,2.2
12-05-2025,"2795 STONEBRIAR MALL - FRISCO, TX",27089.0,30774.0,-12.0,1049,1206,-13.0,4582.0,5063.0,-9.5,16.9%,220,188,17.0,12519.0,14276.0,46.4,46.2,25.82,25.52,1.2
12-05-2025,"766 BRANDON TOWN CTR - BRANDON, FL",37824.0,34598.0,9.3,1303,1068,22.0,5924.0,5716.0,3.6,15.7%,122,86,41.9,19393.0,15630.0,45.2,51.3,29.03,32.4,-10.4
12-05-2025,"786 MARLEY STATION MALL - GLEN BURNIE, MD",18428.0,19419.0,-5.1,821,778,5.5,3265.0,3353.0,-2.6,17.7%,139,120,15.8,7820.0,9607.0,49.5,42.4,22.45,24.96,-10.1
12-06-2025,"232 TACOMA MALL - TACOMA, WA",18450.0,18461.0,-0.1,776,903,-14.1,3159.0,2984.0,5.8,17.1%,109,81,34.6,8628.0,8502.0,46.1,46.8,23.78,20.44,16.3
12-06-2025,"2712 CAPITAL CITY MALL - CAMP HILL, PA",15700.0,15725.0,-0.2,679,628,8.1,3077.0,3254.0,-5.4,19.6%,158,151,4.6,7298.0,7461.0,47.4,46.5,23.12,25.04,-7.7
12-06-2025,"2795 STONEBRIAR MALL - FRISCO, TX",38734.0,42421.0,-8.7,1484,1535,-3.3,6780.0,6337.0,7.0,17.5%,219,246,-11.0,19153.0,19826.0,46.7,49.4,26.1,27.64,-5.6
12-06-2025,"766 BRANDON TOWN CTR - BRANDON, FL",34289.0,34713.0,-1.2,1192,1178,1.2,5148.0,5856.0,-12.1,15.0%,167,167,0.0,17112.0,16903.0,48.7,49.9,28.77,29.47,-2.4
12-06-2025,"786 MARLEY STATION MALL - GLEN BURNIE, MD",18569.0,18250.0,1.7,763,762,0.1,4595.0,4497.0,2.2,24.7%,199,190,4.7,8809.0,7219.0,39.6,47.4,24.34,23.95,1.6
12-07-2025,"232 TACOMA MALL - TACOMA, WA",19989.0,20004.0,-0.1,887,850,4.4,3700.0,3772.0,-1.9,18.5%,106,97,9.3,9873.0,9395.0,47.0,49.4,22.54,23.53,-4.2
12-07-2025,"2712 CAPITAL CITY MALL - CAMP HILL, PA",14746.0,14702.0,0.3,600,642,-6.5,2587.0,2310.0,12.0,17.5%,76,73,4.1,7121.0,7466.0,50.8,48.3,24.58,22.9,7.3
12-07-2025,"2795 STONEBRIAR MALL - FRISCO, TX",41271.0,42239.0,-2.3,1753,1897,-7.6,6514.0,7523.0,-13.4,15.8%,290,244,18.9,18682.0,20788.0,49.2,45.3,23.54,22.27,5.7
12-07-2025,"766 BRANDON TOWN CTR - BRANDON, FL",32101.0,31670.0,1.4,1101,1036,6.3,6026.0,6340.0,-5.0,18.8%,211,206,2.4,14936.0,15430.0,48.7,46.5,29.16,30.57,-4.6
12-07-2025,"786 MARLEY STATION MALL - GLEN BURNIE, MD",10451.0,10192.0,2.5,484,451,7.3,1858.0,2132.0,-12.9,17.8%,81,71,14.1,4302.0,4213.0,41.3,41.2,21.59,22.6,-4.4
12-08-2025,"232 TACOMA MALL - TACOMA, WA",17030.0,18519.0,-8.0,646,693,-6.8,3006.0,2831.0,6.2,17.7%,107,113,-5.3,8654.0,8472.0,45.7,50.8,26.36,26.72,-1.3
12-08-2025,"2712 CAPITAL CITY MALL - CAMP HILL, PA",11427.0,10424.0,9.6,449,415,8.2,2732.0,2685.0,1.7,23.9%,110,93,18.3,4999.0,4892.0,46.9,43.8,25.45,25.12,1.3
12-08-2025,"2795 STONEBRIAR MALL - FRISCO, TX",37930.0,37873.0,0.2,1482,1391,6.5,7076.0,7130.0,-0.7,18.7%,202,211,-4.3,16256.0,16735.0,44.2,42.9,25.59,27.23,-6.0
12-08-2025,"766 BRANDON TOWN CTR - BRANDON, FL",34056.0,33631.0,1.3,1097,1144,-4.1,6768.0,5409.0,25.1,19.9%,241,284,-15.1,15892.0,15572.0,46.3,46.7,31.04,29.4,5.6
12-08-2025,"786 MARLEY STATION MALL - GLEN BURNIE, MD",11422.0,11840.0,-3.5,508,521,-2.5,2623.0,2722.0,-3.7,23.0%,88,85,3.5,4927.0,5339.0,45.1,43.1,22.48,22.73,-1.1
12-09-2025,"232 TACOMA MALL - TACOMA, WA",18688.0,22071.0,-15.3,736,832,-11.5,3603.0,3572.0,0.9,19.3%,162,144,12.5,9309.0,10563.0,47.9,49.8,25.39,26.53,-4.3
12-09-2025,"2712 CAPITAL CITY MALL - CAMP HILL, PA",11510.0,10263.0,12.2,476,458,3.9,2060.0,1887.0,9.2,17.9%,104,88,18.2,5229.0,4812.0,46.9,45.4,24.18,22.41,7.9
12-09-2025,"2795 STONEBRIAR MALL - FRISCO, TX",24271.0,27129.0,-10.5,970,1138,-14.8,3917.0,3975.0,-1.5,16.1%,128,131,-2.3,11256.0,12525.0,46.2,46.4,25.02,23.84,5.0
12-09-2025,"766 BRANDON TOWN CTR - BRANDON, FL",33941.0,32873.0,3.2,1161,1104,5.2,6102.0,5529.0,10.4,18.0%,111,94,18.1,15862.0,16085.0,48.9,46.7,29.23,29.78,-1.8
12-09-2025,"786 MARLEY STATION MALL - GLEN BURNIE, MD",9989.0,9629.0,3.7,485,486,-0.2,2454.0,2753.0,-10.8,24.6%,122,98,24.5,4326.0,3853.0,40.0,43.3,20.6,19.81,4.0
12-10-2025,"232 TACOMA MALL - TACOMA, WA",13124.0,13862.0,-5.3,548,593,-7.6,2167.0,2226.0,-2.6,16.5%,100,100,0.0,6631.0,6350.0,45.8,50.5,23.95,23.38,2.5
12-10-2025,"2712 CAPITAL CITY MALL - CAMP HILL, PA",8904.0,8676.0,2.6,412,375,9.9,1741.0,1555.0,12.0,19.6%,80,74,8.1,4020.0,3988.0,46.0,45.1,21.61,23.14,-6.6
12-10-2025,"2795 STONEBRIAR MALL - FRISCO, TX",30877.0,35925.0,-14.1,1247,1176,6.0,6313.0,7124.0,-11.4,20.4%,220,264,-16.7,13939.0,17082.0,47.5,45.1,24.76,30.55,-18.9
12-10-2025,"766 BRANDON TOWN CTR - BRANDON, FL",31133.0,28805.0,8.1,1005,894,12.4,4058.0,4508.0,-10.0,13.0%,96,87,10.3,14607.0,13646.0,47.4,46.9,30.98,32.22,-3.9
12-10-2025,"786 MARLEY STATION MALL - GLEN BURNIE, MD",9571.0,10179.0,-6.0,416,433,-3.9,1774.0,1864.0,-4.8,18.5%,54,53,1.9,4205.0,4428.0,43.5,43.9,23.01,23.51,-2.1
12-11-2025,"232 TACOMA MALL - TACOMA, WA",16375.0,16465.0,-0.5,706,707,-0.1,3358.0,2865.0,17.2,20.5%,172,162,6.2,7576.0,8375.0,50.9,46.3,23.19,23.29,-0.4
12-11-2025,"2712 CAPITAL CITY MALL - CAMP HILL, PA",10376.0,10001.0,3.7,410,373,9.9,1940.0,1807.0,7.4,18.7%,108,125,-13.6,4852.0,4915.0,49.1,46.8,25.31,26.81,-5.6
12-11-2025,"2795 STONEBRIAR MALL - FRISCO, TX",30760.0,33114.0,-7.1,1333,1441,-7.5,6141.0,6174.0,-0.5,20.0%,201,218,-7.8,13328.0,15856.0,47.9,43.3,23.08,22.98,0.4
12-11-2025,"766 BRANDON TOWN CTR - BRANDON, FL",35913.0,31350.0,14.6,1351,1162,16.3,6646.0,6339.0,4.8,18.5%,339,421,-19.5,16670.0,14738.0,47.0,46.4,26.58,26.98,-1.5
12-11-2025,"786 MARLEY STATION MALL - GLEN BURNIE, MD",11021.0,12302.0,-10.4,500,527,-5.1,1987.0,2152.0,-7.7,18.0%,103,100,3.0,4851.0,5175.0,42.1,44.0,22.04,23.34,-5.6
12-12-2025,"232 TACOMA MALL - TACOMA, WA",11493.0,12053.0,-4.6,521,532,-2.1,2383.0,2104.0,13.2,20.7%,95,98,-3.1,5727.0,5764.0,47.8,49.8,22.06,22.66,-2.6
12-12-2025,"2712 CAPITAL CITY MALL - CAMP HILL, PA",13226.0,13345.0,-0.9,588,594,-1.0,2890.0,3438.0,-16.0,21.8%,161,168,-4.2,6396.0,6515.0,48.8,48.4,22.49,22.47,0.1
12-12-2025,"2795 STONEBRIAR MALL - FRISCO, TX",26666.0,29426.0,-9.4,1117,1223,-8.7,3833.0,4185.0,-8.4,14.4%,209,196,6.6,11879.0,13241.0,45.0,44.5,23.87,24.06,-0.8
12-12-2025,"766 BRANDON TOWN CTR - BRANDON, FL",32054.0,29011.0,10.5,1141,1068,6.8,3304.0,3718.0,-11.1,10.3%,200,148,35.1,14869.0,14523.0,50.1,46.4,28.09,27.16,3.4
12-12-2025,"786 MARLEY STATION MALL - GLEN BURNIE, MD",10964.0,10682.0,2.6,470,465,1.1,2190.0,2209.0,-0.9,20.0%,127,130,-2.3,4852.0,4787.0,44.8,44.3,23.33,22.97,1.5
12-13-2025,"232 TACOMA MALL - TACOMA, WA",15678.0,16880.0,-7.1,711,742,-4.2,2662.0,2604.0,2.2,17.0%,132,151,-12.6,7363.0,7593.0,45.0,47.0,22.05,22.75,-3.1
12-13-2025,"2712 CAPITAL CITY MALL - CAMP HILL, PA",12868.0,12779.0,0.7,511,525,-2.7,3280.0,3698.0,-11.3,25.5%,170,176,-3.4,6119.0,6257.0,49.0,47.6,25.18,24.34,3.5
12-13-2025,"2795 STONEBRIAR MALL - FRISCO, TX",36093.0,36114.0,-0.1,1400,1317,6.3,5502.0,5269.0,4.4,15.2%,184,178,3.4,16397.0,16884.0,46.8,45.4,25.78,27.42,-6.0
12-13-2025,"766 BRANDON TOWN CTR - BRANDON, FL",39076.0,37026.0,5.5,1352,1249,8.2,5169.0,5073.0,1.9,13.2%,120,109,10.1,19316.0,17242.0,46.6,49.4,28.9,29.64,-2.5
12-13-2025,"786 MARLEY STATION MALL - GLEN BURNIE, MD",13121.0,14056.0,-6.7,581,667,-12.9,3145.0,3321.0,-5.3,24.0%,142,151,-6.0,6127.0,5997.0,42.7,46.7,22.58,21.07,7.2
12-14-2025,"232 TACOMA MALL - TACOMA, WA",18847.0,20063.0,-6.1,817,799,2.3,2561.0,2850.0,-10.1,13.6%,155,178,-12.9,8696.0,9959.0,49.6,46.1,23.07,25.11,-8.1
12-14-2025,"2712 CAPITAL CITY MALL - CAMP HILL, PA",16727.0,16296.0,2.6,712,684,4.1,4467.0,4355.0,2.6,26.7%,202,162,24.7,7616.0,7839.0,48.1,45.5,23.49,23.83,-1.4
12-14-2025,"2795 STONEBRIAR MALL - FRISCO, TX",20684.0,18591.0,11.3,971,971,0.0,3510.0,3449.0,1.8,17.0%,127,117,8.5,9221.0,8723.0,46.9,44.6,21.3,19.15,11.3
12-14-2025,"766 BRANDON TOWN CTR - BRANDON, FL",45273.0,44064.0,2.7,1537,1566,-1.9,7732.0,7395.0,4.6,17.1%,318,288,10.4,20488.0,21319.0,48.4,45.3,29.46,28.14,4.7
12-14-2025,"786 MARLEY STATION MALL - GLEN BURNIE, MD",10193.0,10827.0,-5.9,474,448,5.8,2039.0,1840.0,10.8,20.0%,99,105,-5.7,4529.0,4624.0,42.7,44.4,21.5,24.17,-11.0
12-15-2025,"232 TACOMA MALL - TACOMA, WA",11779.0,12896.0,-8.7,551,572,-3.7,2223.0,1831.0,21.4,18.9%,133,119,11.8,5425.0,6018.0,46.7,46.1,21.38,22.55,-5.2
12-15-2025,"2712 CAPITAL CITY MALL - CAMP HILL, PA",11478.0,10645.0,7.8,477,422,13.0,2932.0,2960.0,-0.9,25.5%,88,88,0.0,5335.0,4640.0,43.6,46.5,24.06,25.22,-4.6
12-15-2025,"2795 STONEBRIAR MALL - FRISCO, TX",26219.0,28141.0,-6.8,1128,1156,-2.4,4729.0,4760.0,-0.7,18.0%,251,268,-6.3,12355.0,13293.0,47.2,47.1,23.24,24.34,-4.5
12-15-2025,"766 BRANDON TOWN CTR - BRANDON, FL",30374.0,30145.0,0.8,1049,1006,4.3,3053.0,3504.0,-12.9,10.1%,69,73,-5.5,15008.0,14280.0,47.4,49.4,28.96,29.97,-3.4
12-15-2025,"786 MARLEY STATION MALL - GLEN BURNIE, MD",10938.0,10338.0,5.8,439,404,8.7,2659.0,1898.0,40.1,24.3%,133,148,-10.1,5240.0,4701.0,45.5,47.9,24.92,25.59,-2.6
12-16-2025,"232 TACOMA MALL - TACOMA, WA",14006.0,14789.0,-5.3,629,686,-8.3,2484.0,2453.0,1.3,17.7%,111,127,-12.6,6974.0,7336.0,49.6,49.8,22.27,21.56,3.3
12-16-2025,"2712 CAPITAL CITY MALL - CAMP HILL, PA",10110.0,10630.0,-4.9,398,342,16.4,2394.0,2691.0,-11.0,23.7%,97,91,6.6,4873.0,5279.0,49.7,48.2,25.4,31.08,-18.3
12-16-2025,"2795 STONEBRIAR MALL - FRISCO, TX",26646.0,27466.0,-3.0,1149,1169,-1.7,4399.0,4682.0,-6.0,16.5%,227,275,-17.5,12238.0,11539.0,42.0,45.9,23.19,23.5,-1.3
12-16-2025,"766 BRANDON TOWN CTR - BRANDON, FL",46497.0,44709.0,4.0,1607,1418,13.3,7319.0,6729.0,8.8,15.7%,212,242,-12.4,22048.0,19846.0,44.4,47.4,28.93,31.53,-8.2
12-16-2025,"786 MARLEY STATION MALL - GLEN BURNIE, MD",13643.0,13002.0,4.9,607,605,0.3,2608.0,2408.0,8.3,19.1%,158,158,0.0,5754.0,5780.0,44.5,42.2,22.48,21.49,4.6
12-17-2025,"232 TACOMA MALL - TACOMA, WA",15342.0,15586.0,-1.6,644,740,-13.0,2438.0,2409.0,1.2,15.9%,114,129,-11.6,7393.0,7934.0,50.9,48.2,23.82,21.06,13.1
12-17-2025,"2712 CAPITAL CITY MALL - CAMP HILL, PA",15227.0,13182.0,15.5,623,635,-1.9,3045.0,3120.0,-2.4,20.0%,117,129,-9.3,7235.0,6248.0,47.4,47.5,24.44,20.76,17.7
